text,author,date,article_title,article_url,category,scraped_at,label
هذا كله نتيجة النفاق والخداع الذي تعرفه دول افريقيا. فلو كان اتحادا صادقا فعالا بين كل الدول الافريقية لما طغت وتجبرت شردمة ضعيفة من الخارجين على القانون الدولي. فها هو المغرب يضرب من الأراضي الموريتانية وها هي مصالحه تدك في الأدغال المالية و كذلك بالنسبة للسينغال وموريتانيا ومالي ونيجيريا وبوركينا، كل هذه الدول تنهزم أما عصابة ممولة من فيروس شمال افريقيا، هذا غير ممكن.,مواطن,الأربعاء 6 ماي 2026 - 22:25,تقارير تتحدث عن إحراق شاحنات مغربية بمالي.. اتحاد النقل يكشف التفاصيل,https://www.hespress.com/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d8%aa%d8%aa%d8%ad%d8%af%d8%ab-%d8%b9%d9%86-%d8%a5%d8%ad%d8%b1%d8%a7%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a8%d9%85-1742543.html,,2026-05-11T20:29:51.938495,
اي حادث وقع على هدا الخط الدى تعبرهالشاجنات المغربية الا والنظام العسكريالكرغولى متورط فيه مائة فى المائةمن الضروري خفر هاته الشاحنات علىشكل كوكبات من طرف رجال مغاربةمسلحون لمواجهة الارهابيين الذينيعترضون سبيل المركبات المغربية ذهاباوايابا بتنسيق مع الدول الصديقة الموجودةعلى هدا الخط,ن ع ج,الأربعاء 6 ماي 2026 - 22:55,تقارير تتحدث عن إحراق شاحنات مغربية بمالي.. اتحاد النقل يكشف التفاصيل,https://www.hespress.com/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d8%aa%d8%aa%d8%ad%d8%af%d8%ab-%d8%b9%d9%86-%d8%a5%d8%ad%d8%b1%d8%a7%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a8%d9%85-1742543.html,,2026-05-11T20:29:51.938495,
لو أن المغرب أرسى صناعة عسكرية متطورة في العقدين الماضيين مثل تركيا لكان قادر على دعم مالي بقيادة غويتا في حرب بالوكالة مع الجزائر و لكان أنهكها و استنزفها لكن…,متفائل,الأربعاء 6 ماي 2026 - 23:06,تقارير تتحدث عن إحراق شاحنات مغربية بمالي.. اتحاد النقل يكشف التفاصيل,https://www.hespress.com/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d8%aa%d8%aa%d8%ad%d8%af%d8%ab-%d8%b9%d9%86-%d8%a5%d8%ad%d8%b1%d8%a7%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a8%d9%85-1742543.html,,2026-05-11T20:29:51.938495,
لدي ابن عمي في مالي والخبر ان اكتر من 18 شاحنة مغربية احترقت صباح اليوم ولم يقتصر الامر على الشاحنات بل شمل حتى السيارات الشخصية لمواطنين ماليين انفسهم خصوصا في باماكو (هناك ارهابيين يروعون المواطنون العزل),ابراهيم بن عكر,الأربعاء 6 ماي 2026 - 23:13,تقارير تتحدث عن إحراق شاحنات مغربية بمالي.. اتحاد النقل يكشف التفاصيل,https://www.hespress.com/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d8%aa%d8%aa%d8%ad%d8%af%d8%ab-%d8%b9%d9%86-%d8%a5%d8%ad%d8%b1%d8%a7%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a8%d9%85-1742543.html,,2026-05-11T20:29:51.938495,
تم احراق عدة شاحنات وليست شاحنة واحدة فقط وهناك شاحنات سنغالية وموريتانية ايضا فيما تعرض أحد السائقين الموريتانيين لاطلاق رصاص ويتلقى العلاج فى موريتانيا حاليا عمليات الحرق وقعت فى مالى قبل الحدود مع موريتانيا وقامت بها جبهة ماسينا التى يقودها أمادو كوفا وهى حركة لقومية الفولانى تتهم الجيش بارتكاب مجازر وحشية ضدها بقيادة مليشيات قبيلة صيادى الدوزو الذين تسلحهم الدولة وقامو باحراق عدة قرى للفولانى وقتل المئات منهم ونهب ابقارهم ومواشيهم,Slap Kinge,الخميس 7 ماي 2026 - 00:17,تقارير تتحدث عن إحراق شاحنات مغربية بمالي.. اتحاد النقل يكشف التفاصيل,https://www.hespress.com/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d8%aa%d8%aa%d8%ad%d8%af%d8%ab-%d8%b9%d9%86-%d8%a5%d8%ad%d8%b1%d8%a7%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a8%d9%85-1742543.html,,2026-05-11T20:29:51.941520,
تبقى أفريقيا ذات أهمية استراتيجية لنا نحن المغاربة، وسنظل كذلك، وعلينا أن نكون مبدعين في مواجهة الهجمات الإرهابية. يجب علينا الالتزام باللوائح، واستخدام البنية التحتية البحرية لمدينة الداخلة لنقل البضائع المغربية إلى الدول الأفريقية الساحلية (السنغال، غامبيا، غينيا بيساو، غينيا، سيراليون، ليبيريا، ساحل العاج، غانا، توغو، بنين، نيجيريا، والكاميرون) من ميناء الداخلة إلى موانئ هذه الدول. بهذه الطريقة، يمكننا التوصيل من ميناء إلى آخر، وبمجرد أن يصبح هذا النظام أكثر أمانًا، يمكننا استخدام طرق أخرى أيضًا. لا تتخلوا عن أفريقيا، فنحن ببساطة جزء منها.,Mansouri,الخميس 7 ماي 2026 - 04:56,تقارير تتحدث عن إحراق شاحنات مغربية بمالي.. اتحاد النقل يكشف التفاصيل,https://www.hespress.com/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d8%aa%d8%aa%d8%ad%d8%af%d8%ab-%d8%b9%d9%86-%d8%a5%d8%ad%d8%b1%d8%a7%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a8%d9%85-1742543.html,,2026-05-11T20:29:51.941520,
شكرا الأصحاب الشرطة على جميع الجودات اللذين يقومون بها لحفاضة المواطنيجب الضرب بيد من حديد علا هلآء المجرمين اللذين يخرجون شبابنا وشاباتنا من هاته الهلوسة الخطيرةاللتي قد تأدي بمستعمليها للقيام أعمال العنف والسرقة و قد ينتج عنها ضحايا,MISTER X,الجمعة 8 ماي 2026 - 23:40,حجز سبعة آلاف قرص مهلوس بتيفلت,https://www.hespress.com/%d8%ad%d8%ac%d8%b2-%d8%b3%d8%a8%d8%b9%d8%a9-%d8%a2%d9%84%d8%a7%d9%81-%d9%82%d8%b1%d8%b5-%d9%85%d9%87%d9%84%d9%88%d8%b3-%d8%a8%d8%aa%d9%8a%d9%81%d9%84%d8%aa-1743838.html,,2026-05-11T20:29:54.937869,
سلام. 7٠00 قرص مهلوس .7000 قرطاسة لي قتل 7000 نتاع عقول  الشباب  والناس,amin sidi,الجمعة 8 ماي 2026 - 23:56,حجز سبعة آلاف قرص مهلوس بتيفلت,https://www.hespress.com/%d8%ad%d8%ac%d8%b2-%d8%b3%d8%a8%d8%b9%d8%a9-%d8%a2%d9%84%d8%a7%d9%81-%d9%82%d8%b1%d8%b5-%d9%85%d9%87%d9%84%d9%88%d8%b3-%d8%a8%d8%aa%d9%8a%d9%81%d9%84%d8%aa-1743838.html,,2026-05-11T20:29:54.937869,
الى متى سنبقى نسمع قصص مروجي المخدرات و ما مصير السابقين حتى يكونوا  عبرة للاحقين.المشكل يكمن في ضعف القانون و التساهل في الأحكام و ترك منعدمي الظمير ينشطون بكثرة  لإغراق البلاد بالمؤترات العقلية و قل الشباب.,محمد,الجمعة 8 ماي 2026 - 23:59,حجز سبعة آلاف قرص مهلوس بتيفلت,https://www.hespress.com/%d8%ad%d8%ac%d8%b2-%d8%b3%d8%a8%d8%b9%d8%a9-%d8%a2%d9%84%d8%a7%d9%81-%d9%82%d8%b1%d8%b5-%d9%85%d9%87%d9%84%d9%88%d8%b3-%d8%a8%d8%aa%d9%8a%d9%81%d9%84%d8%aa-1743838.html,,2026-05-11T20:29:54.939976,
مناورات الأسد الأفريقي بين الجيشين المغربي و الأمريكي أصبحت من أكبر المناورات العسكرية في العالم بحجم الدول المشاركة فيها و اختبار أنواع  الأسلحة الأكثر تطورا و هذا فخر للقوات المسلحة الملكية، مشاهدة طائرات F16 التابعة لسلاح الجو المغربي في استعراض مهيب مع المقنبلات الأمريكية الاستراتيجية B52 و هي تحلق في سماء كاب درعة بطانطان حدث يدعونا الى الفخر و الاعتزاز بجيشنا البطل و  قائده الأعلى رئيس هيئة أركان الحرب العامة جلالة الملك محمد السادس حفظه الله و رعاه.,عبدالكريم بوشيخي,السبت 9 ماي 2026 - 21:48,"""الأسد الإفريقي"" يختبر أحدث أساليب الردع والحروب الهجينة المعاصرة",https://www.hespress.com/%d8%a7%d9%84%d8%a3%d8%b3%d8%af-%d8%a7%d9%84%d8%a5%d9%81%d8%b1%d9%8a%d9%82%d9%8a-%d9%85%d9%86-%d8%aa%d8%af%d8%b1%d9%8a%d8%a8-%d8%b3%d9%86%d9%88%d9%8a-%d8%a5%d9%84%d9%89-%d8%a7%d9%84%d8%a7%d8%b3-1744041.html,,2026-05-11T20:29:59.398648,
مزيد من التألق والتقدم والتطور في الميدان العسكري ،هذا فخر لنا كمغاربة ،ما سيجعلنا محترمين بين الدول، وما سيجعل كل متربص بنا أن يفكر مليون مرة لو فكر أن يمسنا بسوء. عاش المغرب ملكا وشعبا من طنجة إلى الكويرة…,وطني حر,السبت 9 ماي 2026 - 23:32,"""الأسد الإفريقي"" يختبر أحدث أساليب الردع والحروب الهجينة المعاصرة",https://www.hespress.com/%d8%a7%d9%84%d8%a3%d8%b3%d8%af-%d8%a7%d9%84%d8%a5%d9%81%d8%b1%d9%8a%d9%82%d9%8a-%d9%85%d9%86-%d8%aa%d8%af%d8%b1%d9%8a%d8%a8-%d8%b3%d9%86%d9%88%d9%8a-%d8%a5%d9%84%d9%89-%d8%a7%d9%84%d8%a7%d8%b3-1744041.html,,2026-05-11T20:29:59.398648,
بماذا أفادتك تركيا ياعمي تبون فهل نسيت بان الوساطة بين الجزائر وإسرائيل او بينك وبين الامارات لاتتم إلا عن طريق المغرب وهو من يحدد ويوقعأنسيت بان تركيا لها علاقات وطيدة مع إسرائيل ولها قدم في ليبيا ومالي ومصنع عسكري بالمغربكل ماحصلت عليه في يومين بتركيا هو التوقيع على العدس والحمص والسباكيتي والشوجوك والحليب حتى تسكت الشارع قبل ان ينفجرمنذ توليك الرئاسة فتحت ابواب المشاكل والأزمات السياسية والاقتصادية مع دول الجوار : فرنسا.  اسبانيا. المغرب. مالي. النيجر. الإمارات وهاأنت اصبحت كالديك المذبوح محني الرأس مدلل وصغير في أعين العالملقد تنازلت على كل المبادئ المؤسسة للدول وطلبت من للسفراء بالرجوع إلى الجزائر وبدون شروط,الذباب الجزائري جهل,الأحد 10 ماي 2026 - 08:23,"""الأسد الإفريقي"" يختبر أحدث أساليب الردع والحروب الهجينة المعاصرة",https://www.hespress.com/%d8%a7%d9%84%d8%a3%d8%b3%d8%af-%d8%a7%d9%84%d8%a5%d9%81%d8%b1%d9%8a%d9%82%d9%8a-%d9%85%d9%86-%d8%aa%d8%af%d8%b1%d9%8a%d8%a8-%d8%b3%d9%86%d9%88%d9%8a-%d8%a5%d9%84%d9%89-%d8%a7%d9%84%d8%a7%d8%b3-1744041.html,,2026-05-11T20:29:59.398648,
