text,author,date,article_title,article_url,category,scraped_at,label
أين هي ربط المسؤولية بالمحاسبة أهذه هي نتيجة المخطط الأخضر أصبحنا نستورد الأساسيات و نصدر الكماليات بل نكافئ المسؤول الأول و الأخير عن هذا المخطط الأخضر و نمنحه أصواتنا ليراس حكومتنا لتدمر قدرتنا الشرائية تدميرا شاملا,الصراحة,الأربعاء 6 ماي 2026 - 13:38,"""الداخلية"" تستنفر الولاة والعمال لافتحاص تمويلات زراعية من البنك الدولي",https://www.hespress.com/%d8%a7%d9%84%d8%af%d8%a7%d8%ae%d9%84%d9%8a%d8%a9-%d8%aa%d8%b3%d8%aa%d9%86%d9%81%d8%b1-%d8%a7%d9%84%d9%88%d9%84%d8%a7%d8%a9-%d9%88%d8%a7%d9%84%d8%b9%d9%85%d8%a7%d9%84-%d9%84%d8%a7%d9%81%d8%aa%d8%ad-1742123.html,,2026-05-11T20:29:41.575874,
إلى أن يثبت خلاف ذلك، يقع قطاعا الزراعة والغذاء ضمن اختصاص وزارة الزراعة.,Simo,الأربعاء 6 ماي 2026 - 13:44,"""الداخلية"" تستنفر الولاة والعمال لافتحاص تمويلات زراعية من البنك الدولي",https://www.hespress.com/%d8%a7%d9%84%d8%af%d8%a7%d8%ae%d9%84%d9%8a%d8%a9-%d8%aa%d8%b3%d8%aa%d9%86%d9%81%d8%b1-%d8%a7%d9%84%d9%88%d9%84%d8%a7%d8%a9-%d9%88%d8%a7%d9%84%d8%b9%d9%85%d8%a7%d9%84-%d9%84%d8%a7%d9%81%d8%aa%d8%ad-1742123.html,,2026-05-11T20:29:41.579931,
الأموال المقرضة تذهب كالعادة لحبوب خاصة او يتم تحويلها لحسابات سرية في الخارج والدليل هو عدم تاثير الملايير المقرضة منذ سبعون سنة على التنمية ومعيشة المواطن على العكس هناك تراجع رهيب فيما يخص مستوى عيش الشعب بين ما كان عليه واليوم حيث التراجع والانهيار الواضح !الكارثة هو ان الأجيال القادمة  من أبناء الشعب ستبقى تودي القروض المختفية,خاليد علي,الأربعاء 6 ماي 2026 - 13:45,"""الداخلية"" تستنفر الولاة والعمال لافتحاص تمويلات زراعية من البنك الدولي",https://www.hespress.com/%d8%a7%d9%84%d8%af%d8%a7%d8%ae%d9%84%d9%8a%d8%a9-%d8%aa%d8%b3%d8%aa%d9%86%d9%81%d8%b1-%d8%a7%d9%84%d9%88%d9%84%d8%a7%d8%a9-%d9%88%d8%a7%d9%84%d8%b9%d9%85%d8%a7%d9%84-%d9%84%d8%a7%d9%81%d8%aa%d8%ad-1742123.html,,2026-05-11T20:29:41.579931,
التوترات مرتقبة لاقدر الله من عصابات المكسيك المافيوزية الخطيرة. السائبة الخارجة عن القانون،الحمد لله منتخبنا لن يلعب هناك.أحسن.نتمنى أن تمر كأس العالم في اجواء رياضية سليمة.آمين.,لاعب سابق,الأحد 10 ماي 2026 - 23:41,التوترات تحيط بنهائيات كأس العالم,https://www.hespress.com/%d8%a7%d9%84%d8%aa%d9%88%d8%aa%d8%b1%d8%a7%d8%aa-%d8%aa%d8%ad%d9%8a%d8%b7-%d8%a8%d9%86%d9%87%d8%a7%d8%a6%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-1744543.html,,2026-05-11T20:29:45.546288,
اعتقد اذا لم تكن امريكا و المكسيك جاهزين فالمغرب جاهز لنقل الحدث عندنا و نكون بهذا قد نظمين كاس العالم 2026 و 2030 في سابقة تاريخية,متتبع,الإثنين 11 ماي 2026 - 00:11,التوترات تحيط بنهائيات كأس العالم,https://www.hespress.com/%d8%a7%d9%84%d8%aa%d9%88%d8%aa%d8%b1%d8%a7%d8%aa-%d8%aa%d8%ad%d9%8a%d8%b7-%d8%a8%d9%86%d9%87%d8%a7%d8%a6%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-1744543.html,,2026-05-11T20:29:45.546288,
ماتكونش كرغولي كتر من الكراغلة,إلى المعلق متتبع,الإثنين 11 ماي 2026 - 00:54,التوترات تحيط بنهائيات كأس العالم,https://www.hespress.com/%d8%a7%d9%84%d8%aa%d9%88%d8%aa%d8%b1%d8%a7%d8%aa-%d8%aa%d8%ad%d9%8a%d8%b7-%d8%a8%d9%86%d9%87%d8%a7%d8%a6%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-1744543.html,,2026-05-11T20:29:45.546288,
وزيد عليها فيروس “هانتا” حتى هو,مول جافيل,الإثنين 11 ماي 2026 - 02:42,التوترات تحيط بنهائيات كأس العالم,https://www.hespress.com/%d8%a7%d9%84%d8%aa%d9%88%d8%aa%d8%b1%d8%a7%d8%aa-%d8%aa%d8%ad%d9%8a%d8%b7-%d8%a8%d9%86%d9%87%d8%a7%d8%a6%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-1744543.html,,2026-05-11T20:29:45.546288,
Il faut boycotter cette coupe du monde en soutenant nos frères iraniens musulmans,hadkourt,الإثنين 11 ماي 2026 - 05:23,التوترات تحيط بنهائيات كأس العالم,https://www.hespress.com/%d8%a7%d9%84%d8%aa%d9%88%d8%aa%d8%b1%d8%a7%d8%aa-%d8%aa%d8%ad%d9%8a%d8%b7-%d8%a8%d9%86%d9%87%d8%a7%d8%a6%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-1744543.html,,2026-05-11T20:29:45.546288,
ستكون دورة فاشلة جدا و ستبقى المدرجات فارغة لأن كل إنسان ذي مبادئ لن يقبل أن يطأ أٍض أكريكا في عهد ترامب  المتعجرف.ربما الاقبال سيكون كبيرا على المباريات التي ستجرى في كندا و المكسيك.كما أن احتمال وقوع اضطرابات أمنية خلال المباريات التي ستقام في أمريكا وموازاة معها  مرتفع جدا,الدحدوح,الإثنين 11 ماي 2026 - 08:11,التوترات تحيط بنهائيات كأس العالم,https://www.hespress.com/%d8%a7%d9%84%d8%aa%d9%88%d8%aa%d8%b1%d8%a7%d8%aa-%d8%aa%d8%ad%d9%8a%d8%b7-%d8%a8%d9%86%d9%87%d8%a7%d8%a6%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-1744543.html,,2026-05-11T20:29:45.546288,
كل الطرق المؤدية الى حي أكدال ، الكليات والمستشفيات في الرباط مغلوقة بسبب المراطون و اختناق في حركة المرور … المنظمين اختارو يوم الأحد و لم ينتبهوا ان هناك امتحانات[ concours ] و مستشفيات للولادة و الأطفال و المستعجلات !!!!!,رباطي,الأحد 10 ماي 2026 - 12:14,غياب مبابي عن قمة برشلونة والريال,https://www.hespress.com/%d8%ba%d9%8a%d8%a7%d8%a8-%d9%85%d8%a8%d8%a7%d8%a8%d9%8a-%d8%b9%d9%86-%d9%82%d9%85%d8%a9-%d8%a8%d8%b1%d8%b4%d9%84%d9%88%d9%86%d8%a9-%d9%88%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d9%84-1744577.html,,2026-05-11T20:29:48.629296,
اذا الريال ستفوز هههههه لان مبابي منحوس,رضوان,الأحد 10 ماي 2026 - 12:23,غياب مبابي عن قمة برشلونة والريال,https://www.hespress.com/%d8%ba%d9%8a%d8%a7%d8%a8-%d9%85%d8%a8%d8%a7%d8%a8%d9%8a-%d8%b9%d9%86-%d9%82%d9%85%d8%a9-%d8%a8%d8%b1%d8%b4%d9%84%d9%88%d9%86%d8%a9-%d9%88%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d9%84-1744577.html,,2026-05-11T20:29:48.629817,
خبر سيء  البارصا لن تفوز بدون المنفوخ إعلاميا المدعو مبابي الريال يفوز دائما,خاليد علي,الأحد 10 ماي 2026 - 12:48,غياب مبابي عن قمة برشلونة والريال,https://www.hespress.com/%d8%ba%d9%8a%d8%a7%d8%a8-%d9%85%d8%a8%d8%a7%d8%a8%d9%8a-%d8%b9%d9%86-%d9%82%d9%85%d8%a9-%d8%a8%d8%b1%d8%b4%d9%84%d9%88%d9%86%d8%a9-%d9%88%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d9%84-1744577.html,,2026-05-11T20:29:48.629817,
هؤلاء لا يأتي منهم الا المشاكل. اهتمو بالعلم و اللغة الانجليزية و انفتحو نحو الشمال و الغرب حيث التقدم و الحرية و القانون.,متتبع 2022,الأربعاء 6 ماي 2026 - 15:10,تقارير تتحدث عن إحراق شاحنات مغربية بمالي.. اتحاد النقل يكشف التفاصيل,https://www.hespress.com/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d8%aa%d8%aa%d8%ad%d8%af%d8%ab-%d8%b9%d9%86-%d8%a5%d8%ad%d8%b1%d8%a7%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a8%d9%85-1742543.html,,2026-05-11T20:29:51.926234,
من الافضل ان تباع المنتجات الفلاحية المغربية ذاخل المغرب نفسه  و باثمنة معقولة جدا  سيكون افضل حل للجميع ذون الخوض في مغامرات ذاخل افريقيا مع وجود جماعات ارهابية جنوب الصحراء… خيرنا مايذيه غيرنا.,منير,الأربعاء 6 ماي 2026 - 15:11,تقارير تتحدث عن إحراق شاحنات مغربية بمالي.. اتحاد النقل يكشف التفاصيل,https://www.hespress.com/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d8%aa%d8%aa%d8%ad%d8%af%d8%ab-%d8%b9%d9%86-%d8%a5%d8%ad%d8%b1%d8%a7%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a8%d9%85-1742543.html,,2026-05-11T20:29:51.926234,
هذا إن دل فإنما يدل على مدى الحقد و الحسد الذي يكنه لنا نظام العسكر الكرغولي بالأمس قذائف ذات صنع إيراني تسقط بضواحي السمارة فكيف لشاحنات مدنية معزولة مغربية بين الحدود الموريتانية المالية,الصراحة,الأربعاء 6 ماي 2026 - 15:17,تقارير تتحدث عن إحراق شاحنات مغربية بمالي.. اتحاد النقل يكشف التفاصيل,https://www.hespress.com/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d8%aa%d8%aa%d8%ad%d8%af%d8%ab-%d8%b9%d9%86-%d8%a5%d8%ad%d8%b1%d8%a7%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a8%d9%85-1742543.html,,2026-05-11T20:29:51.926234,
السؤال لماذا كل مرك تعاد الكرة من إحراق و إختطاف و سرقة و مازال المغرب يصدر لهذه الدولة بحيث لا تستطيع تأمين لا بلدها و لا حتى طرقاتها و تعاودون الكرة مرة أخرى و نتلقى نفس الاخبار … فهل بلدنا متساهل لهذه الدرجة مع الاجانب… و لماذا لا يوقفون التصدير نهائيا لدول جنوب الصحراء… و معلومة أخيرة الصحراء المغربية لا تحتاج لهذه الدول فهي بيد مجلس الامن الاميركي فكفى خوفا من و تساهلا مع هاته الدول و العزة للوطن …,fahd,الأربعاء 6 ماي 2026 - 15:20,تقارير تتحدث عن إحراق شاحنات مغربية بمالي.. اتحاد النقل يكشف التفاصيل,https://www.hespress.com/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d8%aa%d8%aa%d8%ad%d8%af%d8%ab-%d8%b9%d9%86-%d8%a5%d8%ad%d8%b1%d8%a7%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a8%d9%85-1742543.html,,2026-05-11T20:29:51.926234,
هذه الشاحنات تفرغ خيرات البلاد والمستفيد منها هو صاحب المخطط  الذي اعاد التربية للمغاربة وجاء لتجوبع الشعب وتصدير محصولاته للخارج وسرقة مياهنا وتصديرها باعفاء ضريبي ودعم التصدير.,عابر سبيل ١,الأربعاء 6 ماي 2026 - 15:20,تقارير تتحدث عن إحراق شاحنات مغربية بمالي.. اتحاد النقل يكشف التفاصيل,https://www.hespress.com/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d8%aa%d8%aa%d8%ad%d8%af%d8%ab-%d8%b9%d9%86-%d8%a5%d8%ad%d8%b1%d8%a7%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a8%d9%85-1742543.html,,2026-05-11T20:29:51.926234,
بارك علينا من ارسال الخضر والفواكه…إلى الدوال الافربفية عبر مورينانيا يجيب  ارسالها…عبر الجو بالطاءرات إلى حين استكمال ميناء الداخلة ..وهناك سترسل عبر السفن إلى الدوال التي اعترفت،بسبادة المغرب على صحراءه….اما عن الدوال التي لن تعترف عليها ان تعترف قبل طي ملف الصحراء وتصبح غير مرغوب فيها..من طرف المغرب..ُانتهى  الصحراء مغربية,مغربي متتبع الاحداث,الأربعاء 6 ماي 2026 - 15:22,تقارير تتحدث عن إحراق شاحنات مغربية بمالي.. اتحاد النقل يكشف التفاصيل,https://www.hespress.com/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d8%aa%d8%aa%d8%ad%d8%af%d8%ab-%d8%b9%d9%86-%d8%a5%d8%ad%d8%b1%d8%a7%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a8%d9%85-1742543.html,,2026-05-11T20:29:51.929259,
يقول المتل المغربي:ما ماتش غير خرجو مصارنو. المهم هناك  عمل اجرامي هناك احراق. سواء شاحنة او اكتر. يجب فتح تحقيق وتنوير الرأي العام المغربى. اكيد ان المغربى مدرك جيدا صاحب الفعلة الاجرامية,saleh,الأربعاء 6 ماي 2026 - 15:23,تقارير تتحدث عن إحراق شاحنات مغربية بمالي.. اتحاد النقل يكشف التفاصيل,https://www.hespress.com/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d8%aa%d8%aa%d8%ad%d8%af%d8%ab-%d8%b9%d9%86-%d8%a5%d8%ad%d8%b1%d8%a7%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a8%d9%85-1742543.html,,2026-05-11T20:29:51.929782,
في نظري  التحذير ليس مبرر  والواقع خو منع الشاحنات المغربية عبور الحدود المغربية الموريتانية  . منعا كليا   والزامها بالعودة  مع أداء دايرة في حالة عدم الخضوع لأوامر السلطة والجمارك  . هذا هو   الواجب,med,الأربعاء 6 ماي 2026 - 15:27,تقارير تتحدث عن إحراق شاحنات مغربية بمالي.. اتحاد النقل يكشف التفاصيل,https://www.hespress.com/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d8%aa%d8%aa%d8%ad%d8%af%d8%ab-%d8%b9%d9%86-%d8%a5%d8%ad%d8%b1%d8%a7%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a8%d9%85-1742543.html,,2026-05-11T20:29:51.929782,
رغم أني أظن أن ما يقع وراءه الجزائر ومرتزقتها، إلا أني أرى أن هذه الأحداث ستساهم في لجم جشع الشناقة الذين لا يهمهم سوى الربح المادي على حساب القدرة الشرائية للمواطن المغربي فيما يتعلق بنهب خضروات المغرب والعمل على رفع أسعارها بالداخل.ما لم تستطع عمله حكومة الريع لتحسين معيشة المغاربة سيتحقق إن شاء الله بفضل هذه الهجمات التي تستهدف شاحنات المضاربين بعيش المغاربة. فمزيدا من حرق شاحناتهم .,محمد,الأربعاء 6 ماي 2026 - 15:29,تقارير تتحدث عن إحراق شاحنات مغربية بمالي.. اتحاد النقل يكشف التفاصيل,https://www.hespress.com/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d8%aa%d8%aa%d8%ad%d8%af%d8%ab-%d8%b9%d9%86-%d8%a5%d8%ad%d8%b1%d8%a7%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a8%d9%85-1742543.html,,2026-05-11T20:29:51.929782,
كفى من تصدير خيارات المغرب نحو الخارج خصوصا افريقيا الامن الغذائي المغربي في خطر الراسماليون جوع المغرب جوع المغرب حرام عليكم حرام عليكم اتقوا الله في انف في الشعب لم نعد نرى خضرا ذات جوده او فواكه ذات جوده في السوق واكثر من ذلك باتمان خياليه,المحجوب,الأربعاء 6 ماي 2026 - 15:32,تقارير تتحدث عن إحراق شاحنات مغربية بمالي.. اتحاد النقل يكشف التفاصيل,https://www.hespress.com/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d8%aa%d8%aa%d8%ad%d8%af%d8%ab-%d8%b9%d9%86-%d8%a5%d8%ad%d8%b1%d8%a7%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a8%d9%85-1742543.html,,2026-05-11T20:29:51.929782,
مخطط الولوج الي الاطلسي يعطي ثماره. الأمور ستتدهور بسرعة في بلدان الساحل و الصيف سيكون طويل هذا العام,Ali,الأربعاء 6 ماي 2026 - 15:37,تقارير تتحدث عن إحراق شاحنات مغربية بمالي.. اتحاد النقل يكشف التفاصيل,https://www.hespress.com/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d8%aa%d8%aa%d8%ad%d8%af%d8%ab-%d8%b9%d9%86-%d8%a5%d8%ad%d8%b1%d8%a7%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a8%d9%85-1742543.html,,2026-05-11T20:29:51.929782,
ان الله يمهل ولا يهمل، فذلك هو جزاء خونة الوطن الجشعين لجمع الأموال على حساب الشعب ،فهم يريدون تصدير كل شيء ولا نومهم نحن رغم انهم يستنزفون الفرشة الماءية من أجل السقي ونحن لنا نصيب مثلنا مثلهم فيها,مغربي حر,الأربعاء 6 ماي 2026 - 15:43,تقارير تتحدث عن إحراق شاحنات مغربية بمالي.. اتحاد النقل يكشف التفاصيل,https://www.hespress.com/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d8%aa%d8%aa%d8%ad%d8%af%d8%ab-%d8%b9%d9%86-%d8%a5%d8%ad%d8%b1%d8%a7%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a8%d9%85-1742543.html,,2026-05-11T20:29:51.933308,
خيرات  المغرب  تصدر نحو  افريقيا  السوداء  والمغاربة  يكتوون  بالغلاء  والتضخم.,محمد السعدي,الأربعاء 6 ماي 2026 - 15:54,تقارير تتحدث عن إحراق شاحنات مغربية بمالي.. اتحاد النقل يكشف التفاصيل,https://www.hespress.com/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d8%aa%d8%aa%d8%ad%d8%af%d8%ab-%d8%b9%d9%86-%d8%a5%d8%ad%d8%b1%d8%a7%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a8%d9%85-1742543.html,,2026-05-11T20:29:51.933308,
مصائب قوم عند قوم فوائد فخط الغاز المغرب النيجر سيحضر بأولوية على الخط الجزائري الذي يمر ببؤر التوتر فالاروبيون لن يخاطروا باستثمارات مهددة فالامن اولا وهذا مايضمنه الخط المغربي الذي يمر عبر الأطلسي ويجعل من المغرب محطة استراتيجية للتوزيع,Younes,الأربعاء 6 ماي 2026 - 16:33,تقارير تتحدث عن إحراق شاحنات مغربية بمالي.. اتحاد النقل يكشف التفاصيل,https://www.hespress.com/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d8%aa%d8%aa%d8%ad%d8%af%d8%ab-%d8%b9%d9%86-%d8%a5%d8%ad%d8%b1%d8%a7%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a8%d9%85-1742543.html,,2026-05-11T20:29:51.933308,
لهذا نادى العاقلون ان سياسة التًوجه الكلي نحو افريقيا هي مغامرة ومخاطرة غير محسوبة العواقب في الاستثمار والمواقف فهذه البلدان لا تتوفر على مقًومات وجود مؤسسات قارة بحيث تنقلب الاوضاع باستمرار وتضيع الاستثمارات وتتحول المواقف بين عشية وضحاها من صديق الى خصم ويضيع معه كل شيء فعلى المغرب الا يضع بيضه في سلة واحدة)التوجه الكلي لافريقيا ) فهذه مخاطرة معالمها واضحة وهي وضعية غير مستقرة لبلدان جنوب الصحراء لهذا دعى العقلاء منذ سنوات الى التريث وعدم الاندفاع الكلي لكي لا تضيع اموال الشعب هباء,حميد علي,الأربعاء 6 ماي 2026 - 16:39,تقارير تتحدث عن إحراق شاحنات مغربية بمالي.. اتحاد النقل يكشف التفاصيل,https://www.hespress.com/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d8%aa%d8%aa%d8%ad%d8%af%d8%ab-%d8%b9%d9%86-%d8%a5%d8%ad%d8%b1%d8%a7%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a8%d9%85-1742543.html,,2026-05-11T20:29:51.933308,
اغلب المعلقين انانيين.اليس الاستراد والتصدير دكر في القرآن سورة قريش.لو كان عند الافا،قة ما يكفيهم لما استوردوا.حرام عليهم ولكن حلال علينا ان نستورد،من اسيا اوروبا امريكا.اتقوا الله غي البشر.اما هده الحادتة وقعو لان البلد،في انفلات امني,حميدو,الأربعاء 6 ماي 2026 - 16:40,تقارير تتحدث عن إحراق شاحنات مغربية بمالي.. اتحاد النقل يكشف التفاصيل,https://www.hespress.com/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d8%aa%d8%aa%d8%ad%d8%af%d8%ab-%d8%b9%d9%86-%d8%a5%d8%ad%d8%b1%d8%a7%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a8%d9%85-1742543.html,,2026-05-11T20:29:51.935334,
ان كان المغرب عاجز عن حماية  مصالحه في مالي لماذا يتم إرسالهم إلى هناك مادام ان الشاحنات غير مؤمنة  عسكريا هل السلع فقط هي الاهم  وماذا عن حياة السائقين المغرب اصبح مسالم وهادىء اكثر من اللازم لدرجة أن الكل اصبح يتجرأ عليه ان كان المغرب لايرغب حاليا  الدخول في  وحل مالي  على اقل ان يقوم بارسال تحذير إلى الساءقين,Mounir,الأربعاء 6 ماي 2026 - 18:16,تقارير تتحدث عن إحراق شاحنات مغربية بمالي.. اتحاد النقل يكشف التفاصيل,https://www.hespress.com/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d8%aa%d8%aa%d8%ad%d8%af%d8%ab-%d8%b9%d9%86-%d8%a5%d8%ad%d8%b1%d8%a7%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a8%d9%85-1742543.html,,2026-05-11T20:29:51.936342,
dnob lamgharba les fruits et légumes sont faites pour les marocain et vous avez laissé tombé vous frère et sœur et vous avez amené les fruits et légumes pour les africain c’est bien fait pour vous j’espère que la route sera fermé pour toujours,rachid,الأربعاء 6 ماي 2026 - 18:47,تقارير تتحدث عن إحراق شاحنات مغربية بمالي.. اتحاد النقل يكشف التفاصيل,https://www.hespress.com/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d8%aa%d8%aa%d8%ad%d8%af%d8%ab-%d8%b9%d9%86-%d8%a5%d8%ad%d8%b1%d8%a7%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a8%d9%85-1742543.html,,2026-05-11T20:29:51.936363,
أنا لا أعرف ماذا يستفيد الشعب والوطن من إفريقيا إلا الكوارث فحتى المستثمرين هناك فهم ليسوا بمنأى عن هذه الكوارث لأن هذه الدول تتغير بسرعة مثل الحرباء لا في المواقف ولا في الاستقرار، فكيف نضيع أموالنا وخيراتنا هناك وللأسف أضفنا إلى كل هذا استقبال جحافل بالآلاف من المتسولين والفوضاويين الذين يثيرون الرعب في البلاد.,معتوه,الأربعاء 6 ماي 2026 - 18:59,تقارير تتحدث عن إحراق شاحنات مغربية بمالي.. اتحاد النقل يكشف التفاصيل,https://www.hespress.com/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d8%aa%d8%aa%d8%ad%d8%af%d8%ab-%d8%b9%d9%86-%d8%a5%d8%ad%d8%b1%d8%a7%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a8%d9%85-1742543.html,,2026-05-11T20:29:51.936363,
الشاحنة المحروقة على الحدود الموريتانية المالية وتعاليق تتهم الجزائر ما أعظمك يا بلادي صرت عقدت متلازمة للبعض,عابر,الأربعاء 6 ماي 2026 - 20:54,تقارير تتحدث عن إحراق شاحنات مغربية بمالي.. اتحاد النقل يكشف التفاصيل,https://www.hespress.com/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d8%aa%d8%aa%d8%ad%d8%af%d8%ab-%d8%b9%d9%86-%d8%a5%d8%ad%d8%b1%d8%a7%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a8%d9%85-1742543.html,,2026-05-11T20:29:51.936363,
اكيد ان هناك عدو حقيقي وخفي. يخطط ويعطي الأوامر للجزائر. والكل يعرف العدو الخفي الذي اصبح مكروه في أفريقيا. َلا يحب أن ينافسه المغرب…. هناك روسياوالصين لما لا تقف ضدهم ام خائفة منهم.,مغربي,الأربعاء 6 ماي 2026 - 21:15,تقارير تتحدث عن إحراق شاحنات مغربية بمالي.. اتحاد النقل يكشف التفاصيل,https://www.hespress.com/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d8%aa%d8%aa%d8%ad%d8%af%d8%ab-%d8%b9%d9%86-%d8%a5%d8%ad%d8%b1%d8%a7%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a8%d9%85-1742543.html,,2026-05-11T20:29:51.938495,
